Taron-Sadirac-Viellenave,taron-sadirac-viellenave,64330,43.516667,-0.25
Tarsacq,tarsacq,64360,43.35,-0.533333
Thèze,theze,64450,43.483333,-0.35
Trois-Villes,trois-villes,64470,43.133333,-0.866667
Uhart-Cize,uhart-cize,64220,43.166667,-1.233333
Uhart-Mixe,uhart-mixe,64120,43.283333,-1.016667
Urcuit,urcuit,64990,43.483333,-1.333333
Urdès,urdes,64370,43.45,-0.583333
Urdos,urdos,64490,42.875,-0.558333
Urepel,urepel,64430,43.066667,-1.416667
Urost,urost,64160,43.333333,-0.15
Urrugne,urrugne,64122,43.358333,-1.7
Urt,urt,64240,43.5,-1.283333
Ustaritz,ustaritz,64480,43.4,-1.45
Uzan,uzan,64370,43.483333,-0.5
Uzein,uzein,64230,43.4,-0.433333
Uzos,uzos,64110,43.266667,-0.333333
Verdets,verdets,64400,43.233333,-0.65
Vialer,vialer,64330,43.5,-0.166667
Viellenave-d\Arthez,viellenave-darthez,64170,43.416667,-0.483333
Viellenave-de-Navarrenx,viellenave-de-navarrenx,64190,43.35,-0.783333
Vielleségure,viellesegure,64150,43.35,-0.683333
Vignes,vignes,64410,43.516667,-0.416667
Villefranque,villefranque,64990,43.433333,-1.45
Viodos-Abense-de-Bas,viodos-abense-de-bas,64130,43.25,-0.883333
Viven,viven,64450,43.466667,-0.366667
