article,cat_id
Oeufs fermiers AB (x6),13
Lait de vache demi-ecreme pasteurise bio (1L).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Fromage blanc de chevre (420g).,2
Purée de Piment d'Espelette (95 gr) SUGORRI,15
Farine de blé T80 (1 kg),15
Sarrin frais.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Fromage Pérail de brebis.,4
Fromage de vache affiné (4-6 mois) 550 gr.,3
Etxebazter.,4
Poisson frais.,10
Epaule de chevreau de lait (600 gr).,11
Cuisse de canard confite sous vide.,10
Saucisson de Porc Basque (290 gr-320 gr),11
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Oeufs fermiers AB (x12),13
Beurre doux bio au lait cru ( 250 gr).,2
Etxebazter.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Yaourt brebis nature (lot de 4).,2
Fromage Pérail de brebis.,4
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
CIDRE FERMIER (1l),15
Sarrin frais.,4
Poisson frais.,10
"Petit poulet fermier 1,250 kg (+/- 100 gr) AB.",13
"Fromage blanc de vache nature,lisse bio (500g).",2
Oeufs fermiers AB (x12),13
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Magret de canard frais sous vide (400 gr).,10
Poisson frais.,10
Lait de vache demi-ecreme pasteurise bio (1L).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Beurre doux bio au lait cru ( 250 gr).,2
Creme fraiche bio  au lait cru (250ml).,2
Confiture de groseille (360 gr),15
Carton de jus de pommes (6 x 1L),15
Farine de blé T80 (1 kg),15
Sarrin frais.,4
Fromage de vache affiné (4-6 mois) 550 gr.,3
Poisson frais.,10
fromage de brebis fermier (1.5 kg environ) -6 mois d'affinage.,4
Fromage blanc de vache nature campagne bio (500g).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
BIZIGAI Piment d'Espelette AOP (50 gr),15
Creme fraiche bio  au lait cru (250ml).,2
Carton de jus de pommes (6 x 1L),15
Purée de Piment d'Espelette (95 gr) SUGORRI,15
fromage de brebis fermier (650g environ) +6 mois d'affinage.,4
Oeufs fermiers AB (x12),13
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Coulis de Pêche (320g),15
"Huile de tournesol (0,75 l)",16
Farine de blé T80 (1 kg),15
Ixuri.,4
Patin.,4
Etxebazter.,4
Axoa de veau bio  (750g),11
Gigot de chevreau de lait (900 gr).,11
Poisson frais.,10
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Oeufs fermiers AB (x6),13
Creme fraiche bio  au lait cru (250ml).,2
Epaule de chevreau de lait (600 gr).,11
Poisson frais.,10
Oeufs fermiers AB (x6),13
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Ixuri.,4
Beurre doux bio au lait cru ( 250 gr).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Blette (la botte),6
Fenouil (500gr),6
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Oeufs fermiers AB (x12),13
Fromage blanc de vache nature campagne bio (500g).,2
Beurre salé bio au lait cru (250g).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
"Huile de colza (0,75 l)",16
Farine de blé T80 (1 kg),15
Pate de porc basque (190g),11
Chichon de porc basque (180g),11
Cuisse de canard confite sous vide.,10
BIZIGAI Piment d'Espelette AOP (50 gr),15
Confiture de Figue (360g),15
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Oeufs fermiers AB (x12),13
Sarrin frais.,4
"Fromage blanc de vache nature,lisse bio (500g).",2
breuil (375g).,2
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Poisson frais.,10
Fenouil (500gr),6
Oignon  blanc frais (la botte),6
Etxebazter.,4
Sarrin frais.,4
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache entier pasteurise bio (1L).,2
Epaule de chevreau de lait (600 gr).,11
Carré de cotes de chevreau de lait (600 gr).,11
breuil (375g).,2
Beurre doux bio au lait cru ( 250 gr).,2
Creme fraiche bio  au lait cru (250ml).,2
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
Jus de pommes (1L),15
Farine de blé T80 (1 kg),15
Poisson frais.,10
Oeufs fermiers AB (x12),13
Aillet frais (la botte de 6-8),6
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache entier pasteurise bio (1L).,2
Creme fraiche bio  au lait cru (250ml).,2
"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",12
Oignon  blanc frais (la botte),6
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Creme fraiche bio  au lait cru (250ml).,2
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
Farine de Maïs Grand Roux Basque AB (500 gr),15
CIDRE FERMIER (1l),15
Patin.,4
Ixuri.,4
Aillet frais (la botte de 6-8),6
Oignon  blanc frais (la botte),6
Blette (la botte),6
Saucisson de Porc Basque (290 gr-320 gr),11
"Petit poulet fermier 1,250 kg (+/- 100 gr) AB.",13
Oeufs fermiers AB (x12),13
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Fenouil (500gr),6
Espil.,4
Miel d' Acacia (pot de 500g),15
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Ixuri.,4
Carton de jus de pommes (6 x 1L),15
CIDRE FERMIER (1l),15
Oeufs fermiers AB (x12),13
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Creme fraiche bio  au lait cru (250ml).,2
Fenouil (500gr),6
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Lait de vache entier pasteurise bio (1L).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
Creme fraiche bio  au lait cru (250ml).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Jus de pommes (1L),15
"Huile de tournesol (0,75 l)",16
Vin blanc AB Chardonnay,15
Ixuri.,4
Patin.,4
Etxebazter.,4
Manex.,4
Chichon de porc basque (180g),11
Epaule de chevreau de lait (600 gr).,11
Oeufs fermiers AB (x12),13
Purée de pomme (350 gr),15
Vin rouge AB Merlot,15
Lait de vache demi-ecreme pasteurise bio (1L).,2
Mamia (x4).,2
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
Fenouil (500gr),6
Oignon  blanc frais (la botte),6
Saucisson de Porc Basque (290 gr-320 gr),11
Epaule de chevreau de lait (600 gr).,11
Collier de chevreau de lait (500 gr).,11
Magret de canard frais sous vide (400 gr).,10
Fromage blanc de vache nature campagne bio (500g).,2
Oeufs fermiers AB (x12),13
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Fromage blanc de chevre (420g).,2
Tisane Aube (25 gr),1
Fenouil (500gr),6
Blette (la botte),6
Coulis de Cassis (320g),15
Miel de Châtaigner (pot de 500g),15
Purée de pomme (350 gr),15
Tisane la gloutonne (25g),1
Fromage de vache affiné (4-6 mois) 550 gr.,3
Blette (la botte),6
Fenouil (500gr),6
Farine de blé T80 (1 kg),15
Tisane coquelicots (25 gr),1
Blette (la botte),6
Fenouil (500gr),6
Yaourt nature bio au lait entier (4 x125 gr).,2
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
"Fromage blanc de vache nature,lisse bio (500g).",2
Blette (la botte),6
Oignon  blanc frais (la botte),6
Aillet frais (la botte de 6-8),6
Creme fraiche bio  au lait cru (250ml).,2
Farine de blé T80 (1 kg),15
Miel fleurs de printemps (500g),15
Vin blanc AB Chardonnay,15
Fromage de vache affiné (4-6 mois) 550 gr.,3
Lait de chevre AB (1L).,2
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Yaourt brebis nature (lot de 4).,2
breuil (375g).,2
Blette (la botte),6
Oignon  blanc frais (la botte),6
Fenouil (500gr),6
Fromage blanc de vache nature campagne bio (500g).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
fromage de brebis fermier (650g environ) +6 mois d'affinage.,4
Cuisse de canard confite sous vide.,10
Oeufs fermiers AB (x12),13
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
Abats de chevreau de lait (450 gr).,11
Fenouil (500gr),6
Oignon  blanc frais (la botte),6
Manex.,4
Jus de pommes (1L),15
Oignon  blanc frais (la botte),6
Aillet frais (la botte de 6-8),6
Fenouil (500gr),6
Beurre doux bio au lait cru ( 250 gr).,2
BIZIGAI Piment d'Espelette AOP (50 gr),15
"Huile de colza (0,75 l)",16
Vin blanc AB Chardonnay,15
Carré de cotes de chevreau de lait (600 gr).,11
Saucisson de Porc Basque (290 gr-320 gr),11
fromage de brebis fermier (650g environ) +6 mois d'affinage.,4
breuil (375g).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
CIDRE FERMIER (1l),15
Confiture de groseille (360 gr),15
Vin rouge AB Merlot,15
Ixuri.,4
Saucisson de Porc Basque (290 gr-320 gr),11
Oeufs fermiers AB (x6),13
Espil.,4
Yaourt brebis nature (lot de 4).,2
Fromage blanc de chevre (420g).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
Fenouil (500gr),6
Blette (la botte),6
Lait de vache entier pasteurise bio (1L).,2
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Espil.,4
Manex.,4
Coulis de Mûres (320g),15
Abats de chevreau de lait (450 gr).,11
Carré de cotes de chevreau de lait (600 gr).,11
Beurre doux bio au lait cru ( 250 gr).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
breuil (375g).,2
Yaourt brebis nature (lot de 4).,2
Fromage blanc de vache nature campagne bio (500g).,2
Blette (la botte),6
Coulis de Mûres (320g),15
Beurre doux bio au lait cru ( 250 gr).,2
Creme fraiche bio  au lait cru (250ml).,2
Carton de jus de pommes (6 x 1L),15
Farine de sarrasin (1 kg),15
Beurre doux bio au lait cru ( 250 gr).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Espil.,4
Lait de vache entier pasteurise bio (1L).,2
Beurre salé bio au lait cru (250g).,2
Beurre doux bio au lait cru ( 250 gr).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Coulis de Cassis (320g),15
Confiture de cassis AB (240 gr),17
Farine de blé T80 (1 kg),15
Oeufs fermiers AB (x12),13
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Fromage blanc de vache nature campagne bio (500g).,2
Creme fraiche bio  au lait cru (250ml).,2
breuil (375g).,2
"Huile de colza (0,75 l)",16
Etxebazter.,4
Pigeonneau (380-400 gr).,10
Lait de vache demi-ecreme pasteurise bio (1L).,2
Espil.,4
Blette (la botte),6
Oignon  blanc frais (la botte),6
Aillet frais (la botte de 6-8),6
Fenouil (500gr),6
Oeufs fermiers AB (x6),13
Fromage blanc de vache nature campagne bio (500g).,2
Blette (la botte),6
Fromage Pérail de brebis.,4
Lait de vache demi-ecreme pasteurise bio (1L).,2
Lait de vache entier pasteurise bio (1L).,2
Beurre doux bio au lait cru ( 250 gr).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Yaourt brebis nature (lot de 4).,2
Saucisson de Porc Basque (290 gr-320 gr),11
Oeufs fermiers AB (x12),13
Fenouil (500gr),6
Oignon  blanc frais (la botte),6
Aillet frais (la botte de 6-8),6
Blette (la botte),6
Sarrin frais.,4
Etxebazter.,4
Jus de pommes (1L),15
Lait de vache entier pasteurise bio (1L).,2
Beurre salé bio au lait cru (250g).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
breuil (375g).,2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Fromage blanc de chevre (420g).,2
Beurre doux bio au lait cru ( 250 gr).,2
Beurre salé bio au lait cru (250g).,2
Creme fraiche bio  au lait cru (250ml).,2
Lait de vache entier pasteurise bio (1L).,2
"Huile de tournesol (0,75 l)",16
Fromage Pérail de brebis.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Ixuri.,4
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache entier pasteurise bio (1L).,2
Creme fraiche bio  au lait cru (250ml).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
breuil (375g).,2
Yaourt brebis nature (lot de 4).,2
Ixuri.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Fromage de vache affiné (4-6 mois) 550 gr.,3
Etxebazter.,4
Oeufs fermiers AB (x12),13
Oeufs fermiers AB (x12),13
Beurre doux bio au lait cru ( 250 gr).,2
Sarrin frais.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Miel de Callune de la montagne du Pays Basque (pot de 250g),15
"Huile de tournesol (0,75 l)",16
Oeufs fermiers AB (x12),13
Poule confite,9
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache entier pasteurise bio (1L).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Fromage blanc de vache nature campagne bio (500g).,2
Beurre salé bio au lait cru (250g).,2
Etxebazter.,4
Manex.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Farine de blé T80 (1 kg),15
Fenouil (500gr),6
Beurre doux bio au lait cru ( 250 gr).,2
Beurre salé bio au lait cru (250g).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Gigot de chevreau de lait (900 gr).,11
Abats de chevreau de lait (450 gr).,11
Oignon  blanc frais (la botte),6
Aillet frais (la botte de 6-8),6
Fenouil (500gr),6
Espil.,4
Beurre doux bio au lait cru ( 250 gr).,2
Fromage blanc de vache nature campagne bio (500g).,2
Yaourt brebis nature (lot de 4).,2
Creme fraiche bio  au lait cru (250ml).,2
Beurre doux bio au lait cru ( 250 gr).,2
Vin rouge AB Merlot,15
Saucisson de Porc Basque (290 gr-320 gr),11
Manchons de canard sous vide (x2).,10
Magret de canard frais sous vide (400 gr).,10
Oeufs fermiers AB (x12),13
Lait de chevre AB (1L).,2
Lait de vache entier pasteurise bio (1L).,2
Beurre doux bio au lait cru ( 250 gr).,2
Beurre salé bio au lait cru (250g).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Yaourt brebis nature (lot de 4).,2
Fromage blanc de chevre (420g).,2
Oeufs fermiers AB (x12),13
Oeufs fermiers AB (x6),13
Patin.,4
Fromage Pérail de brebis.,4
Beurre doux bio au lait cru ( 250 gr).,2
Beurre salé bio au lait cru (250g).,2
Yaourt brebis nature (lot de 4).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Fromage blanc de vache nature campagne bio (500g).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Creme fraiche bio  au lait cru (250ml).,2
Etxebazter.,4
Mamia (x4).,2
Cuisse de canard confite sous vide.,10
Oeufs fermiers AB (x6),13
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache entier pasteurise bio (1L).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Fromage blanc de vache nature campagne bio (500g).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Patin.,4
Tomme de vache fraîche (4-8 sem) 575 gr.,3
Fromage de vache affiné (4-6 mois) 550 gr.,3
Miel fleurs de printemps (500g),15
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
Farine de Maïs Grand Roux Basque AB (500 gr),15
Poule confite,9
Fromage blanc de chevre (420g).,2
Patin.,4
Etxebazter.,4
Fenouil (500gr),6
Oignon  blanc frais (la botte),6
Fenouil (500gr),6
Fromage Pérail de brebis.,4
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Collier de chevreau de lait (500 gr).,11
navarrin de chèvre (780g),11
"Huile de colza (0,75 l)",16
Ixuri.,4
Fenouil (500gr),6
Aillet frais (la botte de 6-8),6
Oignon  blanc frais (la botte),6
Lait de vache demi-ecreme pasteurise bio (1L).,2
Beurre doux bio au lait cru ( 250 gr).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Coulis de Mûres (320g),15
Carton de jus de pommes (6 x 1L),15
Savon apaisant Lavande (95 gr),15
Magret de canard frais sous vide (400 gr).,10
Pigeonneau (380-400 gr).,10
Oeufs fermiers AB (x12) L,13
Fenouil (500gr),6
Oignon  blanc frais (la botte),6
Jus de pommes (1L),15
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
Yaourt brebis nature (lot de 4).,2
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Fromage blanc de chevre (420g).,2
Savon neutre Miel / Calendula (95 gr),15
Beurre doux bio au lait cru ( 250 gr).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Yaourt brebis citron (lot de 4).,2
Jus de pommes (1L),15
Etxebazter.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Collier de chevreau de lait (500 gr).,11
Fenouil (500gr),6
Oeufs fermiers AB (x6),13
Magret de canard frais sous vide (400 gr).,10
Yaourt nature bio au lait entier (4 x125 gr).,2
Beurre salé bio au lait cru (250g).,2
Confiture de pêches (360g),15
Farine de sarrasin (1 kg),15
Savon doux Palmarosa / Argile rose (95 gr),15
Oignon  blanc frais (la botte),6
Aillet frais (la botte de 6-8),6
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la fraise bio au lait entier  (4 x 125 gr).,2
CIDRE FERMIER (1l),15
Espil.,4
Ixuri.,4
Etxebazter.,4
Manex.,4
Aillet frais (la botte de 6-8),6
Oignon  blanc frais (la botte),6
Pigeonneau (380-400 gr).,10
Oeufs fermiers AB (x6),13
Jus de pommes (1L),15
Oeufs fermiers AB (x12) L,13
Lait de vache entier pasteurise bio (1L).,2
Fromage blanc de vache nature campagne bio (500g).,2
Beurre doux bio au lait cru ( 250 gr).,2
Creme fraiche bio  au lait cru (250ml).,2
Lait de chevre AB (1L).,2
breuil (375g).,2
CIDRE FERMIER (1l),15
"Huile de tournesol (0,75 l)",16
Miel et safran (pot de 250gr),15
Sarrin frais.,4
Fenouil (500gr),6
Aillet frais (la botte de 6-8),6
Beurre salé bio au lait cru (250g).,2
Oeufs fermiers AB (x12) L,13
Savon dynamisant Menthe / Citron / Argile verte (95 gr),15
Savon apaisant Lavande (95 gr),15
Beurre salé bio au lait cru (250g).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Coulis de pêche de vigne AB (320 gr),17
Magret de canard frais sous vide (400 gr).,10
Oeufs fermiers AB (x6),13
"Fromage blanc de vache nature,lisse bio (500g).",2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Creme fraiche bio  au lait cru (250ml).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Yaourt brebis nature (lot de 4).,2
Espil.,4
Fromage Pérail de brebis.,4
Etxebazter.,4
Tomme de vache fraîche (4-8 sem) 575 gr.,3
Carré de cotes de chevreau de lait (600 gr).,11
Mamia (x4).,2
Yaourt brebis citron (lot de 4).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Lait de vache entier pasteurise bio (1L).,2
Mamia (x4).,2
Creme fraiche bio  au lait cru (250ml).,2
Jus de pommes (1L),15
Farine de Maïs Grand Roux Basque AB (500 gr),15
Savon dynamisant Menthe / Citron / Argile verte (95 gr),15
Espil.,4
Saucisson de Porc Basque (290 gr-320 gr),11
Oeufs fermiers AB (x12) L,13
Lait de chevre AB (1L).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Fromage blanc de chevre (420g).,2
Savon apaisant Lavande (95 gr),15
Abats de chevreau de lait (450 gr).,11
Saucisson de Porc Basque (290 gr-320 gr),11
Lait de vache entier pasteurise bio (1L).,2
"Fromage blanc de vache nature,lisse bio (500g).",2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Cuisse de canard confite sous vide.,10
Oeufs fermiers AB (x12) L,13
Lait de vache demi-ecreme pasteurise bio (1L).,2
Vin rosé AB Rosado,15
Vin rouge AB Merlot,15
Oignon  blanc frais (la botte),6
Fenouil (500gr),6
Cuisse de canard confite sous vide.,10
Oeufs fermiers AB (x6),13
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt brebis nature (lot de 4).,2
Oignon  blanc frais (la botte),6
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Jus de pommes (1L),15
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Magret de canard frais sous vide (400 gr).,10
Manchons de canard sous vide (x2).,10
Oeufs fermiers AB (x12) L,13
Oignon  blanc frais (la botte),6
Etxebazter.,4
Patin.,4
"Huile de tournesol (0,75 l)",16
Carton de jus de pommes (6 x 1L),15
Beurre salé bio au lait cru (250g).,2
Mamia (x4).,2
Lait de chevre AB (1L).,2
Beurre salé bio au lait cru (250g).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Ixuri.,4
Patin.,4
Espil.,4
Fenouil (500gr),6
Oignon  blanc frais (la botte),6
Carré de cotes de chevreau de lait (600 gr).,11
Collier de chevreau de lait (500 gr).,11
Oeufs fermiers AB (x6),13
Fenouil (500gr),6
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Magret de canard frais sous vide (400 gr).,10
Lait de vache entier pasteurise bio (1L).,2
Fromage blanc de vache nature campagne bio (500g).,2
Yaourt brebis nature (lot de 4).,2
Confiture de cassis AB (240 gr),17
Tomme de vache fraîche (4-8 sem) 575 gr.,3
Fromage de vache affiné (4-6 mois) 550 gr.,3
Oeufs fermiers AB (x12) L,13
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Tisane nuit étoilée (25 gr),1
Ixuri.,4
Oeufs fermiers AB (x12) L,13
Mamia (x4).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Vin rouge AB Merlot,15
CIDRE FERMIER (1l),15
Oignon  blanc frais (la botte),6
Oeufs fermiers AB (x12) L,13
Magret de canard frais sous vide (400 gr).,10
Cuisse de canard confite sous vide.,10
Manchons de canard sous vide (x2).,10
Jus de pommes (1L),15
Farine de Maïs Grand Roux Basque AB (500 gr),15
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Nectar de kiwi (1 L),15
Vin blanc AB Chardonnay,15
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Pigeonneau (380-400 gr).,10
Epaule de chevreau de lait (600 gr).,11
Cuisse de canard confite sous vide.,10
CIDRE FERMIER (1l),15
Fromage blanc de vache nature campagne bio (500g).,2
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Fromage de vache affiné (4-6 mois) 550 gr.,3
Oeufs fermiers AB (x12) L,13
Lait de vache entier pasteurise bio (1L).,2
Miel d' Acacia (pot de 500g),15
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Oeufs fermiers AB (x6),13
Cuisse de canard confite sous vide.,10
Manchons de canard sous vide (x2).,10
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Yaourt brebis nature (lot de 4).,2
Yaourt brebis citron (lot de 4).,2
Confiture de lait de chèvre (180 gr),17
Coulis de pêche de vigne AB (320 gr),17
fromage de brebis fermier (650g environ) +6 mois d'affinage.,4
fromage de brebis fermier (650g environ) -6 mois d'affinage.,4
Patin.,4
Espil.,4
Cuisse de canard confite sous vide.,10
Magret de canard frais sous vide (400 gr).,10
Oeufs fermiers AB (x12) L,13
Lait de vache entier pasteurise bio (1L).,2
Lait de vache demi-ecreme pasteurise bio (1L).,2
Fromage blanc de vache nature campagne bio (500g).,2
Beurre salé bio au lait cru (250g).,2
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Mamia (x4).,2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
"Yaourt aux fruits, bio, au lait entier (4 x 125g).",2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Savon dynamisant Menthe / Citron / Argile verte (95 gr),15
Yaourt nature bio au lait entier (4 x125 gr).,2
Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,2
Fromage blanc de chevre (420g).,2
Sarrin frais.,4
Espil.,4
Fenouil (500gr),6
Oeufs fermiers AB (x12) L,13
Sarrin frais.,4
"Fromage blanc de vache nature,lisse bio (500g).",2
"Yaourt au citron, bio,  au lait entier (4 x 125g).",2
Fenouil (500gr),6
Yaourt a la framboise bio  au lait entier (4 x125 gr).,2
Yaourt a la myrtille bio  au lait entier (4 x 125g).,2
Yaourt nature au lait de chèvre (4 x 125 gr).,14
Jus de pommes (1L),15
