,ID commande,Payment date,Nom du fabricant,Product Category Default,Article,Code postal (Facture),Ville (Facture)
18076,2734,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64990.0,URCUIT
18077,2735,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64240.0,HASPARREN
18078,2736,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64600.0,Anglet
18079,2736,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64600.0,Anglet
18080,2736,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64600.0,Anglet
18081,2736,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64600.0,Anglet
18082,2736,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre vapeur (2kg),64600.0,Anglet
18083,2736,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64600.0,Anglet
18084,2736,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64600.0,Anglet
18085,2736,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64600.0,Anglet
18086,2736,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64600.0,Anglet
18087,2736,05.09.2018,FERME IDOIA,ÉPICERIE,Pollen de chataigner ( 250 gr),64600.0,Anglet
18088,2736,05.09.2018,FERME IDOIA,ÉPICERIE,Miel d' Acacia (pot de 500g),64600.0,Anglet
18089,2736,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64600.0,Anglet
18090,2737,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64250.0,cambo les bains
18091,2737,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64250.0,cambo les bains
18093,2737,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64250.0,cambo les bains
18094,2737,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64250.0,cambo les bains
18096,2738,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64250.0,Zuraide
18097,2738,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,Zuraide
18098,2738,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64250.0,Zuraide
18099,2738,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Ixuri.,64250.0,Zuraide
18100,2738,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64250.0,Zuraide
18101,2739,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64600.0,ANGLET
18102,2739,05.09.2018,FERME ALASTA,ÉPICERIE,Confiture de pêches (360g),64600.0,ANGLET
18103,2739,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64600.0,ANGLET
18104,2739,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64600.0,ANGLET
18105,2739,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64600.0,ANGLET
18106,2739,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre vapeur (2kg),64600.0,ANGLET
18107,2739,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64600.0,ANGLET
18109,2740,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64240.0,ayherre
18110,2740,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,ayherre
18111,2740,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Echalote (400g),64240.0,ayherre
18112,2740,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,ayherre
18113,2740,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64240.0,ayherre
18114,2740,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Patin.,64240.0,ayherre
18115,2740,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Espil.,64240.0,ayherre
18116,2740,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,ayherre
18118,2740,05.09.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,ayherre
18120,2741,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Patin.,64240.0,AIHERRA
18121,2741,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64240.0,AIHERRA
18122,2741,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,AIHERRA
18123,2741,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64240.0,AIHERRA
18124,2741,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,AIHERRA
18126,2742,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,AIHERRA
18127,2742,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,AIHERRA
18128,2742,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,AIHERRA
18131,2742,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Espil.,64240.0,AIHERRA
18132,2743,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,HASPARREN
18133,2743,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64240.0,HASPARREN
18134,2743,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64240.0,HASPARREN
18135,2743,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Xedarri.,64240.0,HASPARREN
18136,2743,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,HASPARREN
18137,2744,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64310.0,saint  pee  sur  nivelle
18138,2744,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE SUCRÉE,Confiture de lait de chèvre (100 gr),64310.0,saint  pee  sur  nivelle
18139,2744,05.09.2018,FERME ALASTA,ÉPICERIE,Coulis de Pêche (320g),64310.0,saint  pee  sur  nivelle
18140,2744,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Espil.,64310.0,saint  pee  sur  nivelle
18141,2744,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Ixuri.,64310.0,saint  pee  sur  nivelle
18142,2744,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Garralda.,64310.0,saint  pee  sur  nivelle
18143,2744,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Patin.,64310.0,saint  pee  sur  nivelle
18145,2744,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64310.0,saint  pee  sur  nivelle
18146,2744,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64310.0,saint  pee  sur  nivelle
18147,2744,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64310.0,saint  pee  sur  nivelle
18148,2744,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64310.0,saint  pee  sur  nivelle
18149,2744,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64310.0,saint  pee  sur  nivelle
18150,2744,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64310.0,saint  pee  sur  nivelle
18151,2745,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64100.0,Baiona
18152,2745,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64100.0,Baiona
18153,2745,05.09.2018,FERME BELAZKABIETA,ÉPICERIE,Polenta de Maïs Grand Roux Basque (500 gr),64100.0,Baiona
18154,2745,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64100.0,Baiona
18155,2745,05.09.2018, FERME IXURIBEHEREA,VIANDES,Boudin de porc basque (190 gr),64100.0,Baiona
18157,2746,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64250.0,souraide
18158,2746,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64250.0,souraide
18159,2746,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Garralda.,64250.0,souraide
18160,2747,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64640.0,Saint Esteben
18161,2747,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64640.0,Saint Esteben
18162,2747,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64640.0,Saint Esteben
18165,2747,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64640.0,Saint Esteben
18166,2747,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64640.0,Saint Esteben
18167,2747,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64640.0,Saint Esteben
18168,2747,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64640.0,Saint Esteben
18169,2747,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64640.0,Saint Esteben
18171,2748,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64240.0,Hasparren
18172,2748,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,Hasparren
18173,2748,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,Hasparren
18174,2748,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64240.0,Hasparren
18175,2748,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,Hasparren
18176,2748,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,Hasparren
18177,2748,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,Hasparren
18178,2748,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64240.0,Hasparren
18179,2748,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,Hasparren
18180,2749,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,hasparren
18181,2749,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64240.0,hasparren
18182,2749,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,hasparren
18183,2749,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,hasparren
18184,2749,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64240.0,hasparren
18185,2749,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64240.0,hasparren
18186,2749,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,hasparren
18187,2749,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64240.0,hasparren
18189,2750,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64250.0,louhossoa
18190,2750,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64250.0,louhossoa
18191,2750,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre vapeur (2kg),64250.0,louhossoa
18192,2750,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,louhossoa
18193,2750,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64250.0,louhossoa
18194,2750,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64250.0,louhossoa
18196,2751,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,Hasparren
18197,2751,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,Hasparren
18198,2751,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Ixuri.,64240.0,Hasparren
18199,2751,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Fenouil (500gr),64240.0,Hasparren
18200,2751,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64240.0,Hasparren
18201,2752,05.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64250.0,itxassou
18202,2752,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64250.0,itxassou
18205,2752,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Espil.,64250.0,itxassou
18206,2752,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Garralda.,64250.0,itxassou
18207,2752,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64250.0,itxassou
18208,2752,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64250.0,itxassou
18209,2752,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64250.0,itxassou
18210,2752,05.09.2018,FERME BELAZKABIETA,ÉPICERIE,Farine de Maïs Grand Roux Basque AB (500 gr),64250.0,itxassou
18211,2753,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64480.0,USTARITZ
18212,2753,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64480.0,USTARITZ
18213,2753,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64480.0,USTARITZ
18214,2753,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64480.0,USTARITZ
18215,2753,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64480.0,USTARITZ
18216,2753,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64480.0,USTARITZ
18217,2753,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64480.0,USTARITZ
18218,2753,05.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64480.0,USTARITZ
18219,2753,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64480.0,USTARITZ
18220,2753,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64480.0,USTARITZ
18221,2753,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64480.0,USTARITZ
18222,2754,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Echalote (400g),64250.0,Cambo 
18223,2754,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64250.0,Cambo 
18224,2754,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64250.0,Cambo 
18225,2754,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,Cambo 
18226,2754,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64250.0,Cambo 
18227,2754,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,Cambo 
18228,2755,05.09.2018,FERME IDOIA,ÉPICERIE,Miel d' Acacia (pot de 500g),64250.0,CAMBO LES BAINS
18229,2755,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64250.0,CAMBO LES BAINS
18230,2755,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64250.0,CAMBO LES BAINS
18231,2756,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64480.0,Larressore
18232,2756,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64480.0,Larressore
18233,2756,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64480.0,Larressore
18234,2756,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64480.0,Larressore
18235,2756,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64480.0,Larressore
18237,2757,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64250.0,LOUHOSSOA
18238,2757,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64250.0,LOUHOSSOA
18239,2757,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,LOUHOSSOA
18240,2757,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64250.0,LOUHOSSOA
18241,2757,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64250.0,LOUHOSSOA
18242,2757,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,LOUHOSSOA
18243,2758,05.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64240.0,Mendionde 
18244,2758,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,Mendionde 
18245,2758,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,Mendionde 
18246,2758,05.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64240.0,Mendionde 
18247,2758,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,Mendionde 
18248,2758,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,Mendionde 
18249,2759,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64480.0,larressore
18251,2759,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64480.0,larressore
18252,2759,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64480.0,larressore
18253,2759,05.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64480.0,larressore
18254,2759,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64480.0,larressore
18255,2759,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64480.0,larressore
18256,2759,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64480.0,larressore
18257,2759,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64480.0,larressore
18258,2760,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64240.0,AYHERRE
18259,2760,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,AYHERRE
18260,2760,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,AYHERRE
18261,2760,05.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64240.0,AYHERRE
18262,2760,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64240.0,AYHERRE
18263,2760,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,AYHERRE
18264,2760,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE SUCRÉE,Confiture de lait de chèvre (100 gr),64240.0,AYHERRE
18265,2760,05.09.2018,FERME ALASTA,ÉPICERIE,Coulis de Cassis (320g),64240.0,AYHERRE
18267,2760,05.09.2018,FERME IDOIA,ÉPICERIE,Miel d' Acacia (pot de 500g),64240.0,AYHERRE
18268,2760,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Ixuri.,64240.0,AYHERRE
18269,2760,05.09.2018, FERME IXURIBEHEREA,FROMAGES,Espil.,64240.0,AYHERRE
18270,2760,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64240.0,AYHERRE
18271,2760,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,AYHERRE
18273,2761,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64100.0,Baiona
18274,2761,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64100.0,Baiona
18275,2761,05.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64100.0,Baiona
18276,2761,05.09.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64100.0,Baiona
18279,2762,09.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,hasparren
18280,2762,09.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,hasparren
18281,2762,09.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,hasparren
18284,2762,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,hasparren
18285,2762,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64240.0,hasparren
18286,2762,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64240.0,hasparren
18287,2762,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64240.0,hasparren
18288,2762,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,hasparren
18289,2763,09.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64640.0,Saint-Esteben 
18290,2763,09.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64640.0,Saint-Esteben 
18292,2764,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,HASPARREN
18293,2764,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64240.0,HASPARREN
18294,2764,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Echalote (400g),64240.0,HASPARREN
18295,2764,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64240.0,HASPARREN
18296,2764,09.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,HASPARREN
18297,2765,09.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,mendionde
18298,2765,09.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64240.0,mendionde
18299,2765,09.09.2018, FERME IXURIBEHEREA,FROMAGES,Ixuri.,64240.0,mendionde
18301,2765,09.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64240.0,mendionde
18302,2766,10.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64240.0,hasparren
18303,2766,10.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,hasparren
18304,2766,10.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,hasparren
18305,2766,10.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,hasparren
18307,2766,10.09.2018, FERME IXURIBEHEREA,VIANDES,Boudin de porc basque (190 gr),64240.0,hasparren
18308,2766,10.09.2018, FERME IXURIBEHEREA,VIANDES,Cabri Xilindron (390 g),64240.0,hasparren
18309,2767,11.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64480.0,larressore
18310,2767,11.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64480.0,larressore
18311,2767,11.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64480.0,larressore
18313,2767,11.09.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64480.0,larressore
18314,2767,11.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64480.0,larressore
18315,2767,11.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre vapeur (2kg),64480.0,larressore
18316,2767,11.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64480.0,larressore
18317,2767,11.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64480.0,larressore
18318,2768,12.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64990.0,URCUIT
18319,2768,12.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64990.0,URCUIT
18320,2768,12.09.2018, FERME IXURIBEHEREA,FROMAGES,Ixuri.,64990.0,URCUIT
18321,2768,12.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64990.0,URCUIT
18322,2768,12.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64990.0,URCUIT
