26627,163,Ahaxe-Alciette-Bascassan,ahaxe-alciette-bascassan,64220,43.15,-1.166667
26629,163,Aincille,aincille,64220,43.15,-1.2
26631,163,Ainhice-Mongelos,ainhice-mongelos,64220,43.2,-1.15
26640,163,Anhaux,anhaux,64220,43.166667,-1.283333
26650,163,Arnéguy,arneguy,64220,43.116667,-1.283333
26656,163,Ascarat,ascarat,64220,43.166667,-1.25
26670,163,Béhorléguy,behorleguy,64220,43.133333,-1.116667
26684,163,Bussunarits-Sarrasquette,bussunarits-sarrasquette,64220,43.166667,-1.166667
26685,163,Bustince-Iriberry,bustince-iriberry,64220,43.183333,-1.183333
26690,163,Caro,caro,64220,43.15,-1.216667
26707,163,Estérençuby,esterencuby,64220,43.1,-1.183333
26715,163,Gamarthe,gamarthe,64220,43.2,-1.133333
26737,163,Irouléguy,irouleguy,64220,43.183333,-1.3
26738,163,Ispoure,ispoure,64220,43.166667,-1.233333
26742,163,Jaxu,jaxu,64220,43.2,-1.183333
26746,163,Lacarre,lacarre,64220,43.183333,-1.166667
26755,163,Lasse,lasse,64220,43.15,-1.266667
26757,163,Lecumberry,lecumberry,64220,43.133333,-1.133333
26779,163,Mendive,mendive,64220,43.133333,-1.133333
26819,163,Saint-Jean-le-Vieux,saint-jean-le-vieux,64220,43.166667,-1.183333
26820,163,Saint-Jean-Pied-de-Port,saint-jean-pied-de-port,64220,43.166667,-1.233333
26824,163,Saint-Michel,saint-michel,64220,43.133333,-1.216667
26837,163,Uhart-Cize,uhart-cize,64220,43.166667,-1.233333
26340,163,Arbus,arbus,64230,43.333333,-0.5
26341,163,Artiguelouve,artiguelouve,64230,43.316667,-0.466667
26342,163,Aussevielle,aussevielle,64230,43.35,-0.483333
26343,163,Beyrie-en-Béarn,beyrie-en-bearn,64230,43.366667,-0.466667
26345,163,Bougarber,bougarber,64230,43.4,-0.466667
26346,163,Caubios-Loos,caubios-loos,64230,43.416667,-0.4
26347,163,Denguin,denguin,64230,43.366667,-0.5
26349,163,Lescar,lescar,64230,43.333333,-0.416667
26352,163,Momas,momas,64230,43.45,-0.433333
26355,163,Poey-de-Lescar,poey-de-lescar,64230,43.35,-0.466667
26357,163,Sauvagnon,sauvagnon,64230,43.4,-0.383333
26358,163,Siros,siros,64230,43.35,-0.483333
26359,163,Uzein,uzein,64230,43.4,-0.433333
26465,163,Aubin,aubin,64230,43.433333,-0.416667
26560,163,Mazerolles,mazerolles,64230,43.45,-0.466667
26679,163,Bonloc,bonloc,64240,43.366667,-1.266667
26727,163,Hasparren,hasparren,64240,43.383333,-1.3
26773,163,Macaye,macaye,64240,43.333333,-1.316667
26777,163,Mendionde,mendionde,64240,43.35,-1.3
26846,163,Ayherre,ayherre,64240,43.383333,-1.25
26852,163,Briscous,briscous,64240,43.466667,-1.333333
26855,163,Isturits,isturits,64240,43.366667,-1.2
26856,163,LaBastide-Clairence,la-bastide-clairence,64240,43.43,0.74389
26862,163,Urt,urt,64240,43.5,-1.283333
26865,163,Ainhoa,ainhoa,64250,43.3,-1.5
26873,163,Cambo-les-Bains,cambo-les-bains,64250,43.366667,-1.4
26875,163,Espelette,espelette,64250,43.333333,-1.45
26879,163,Itxassou,itxassou,64250,43.316667,-1.4
26882,163,Louhossoa,louhossoa,64250,43.316667,-1.35
26886,163,Souraïde,souraide,64250,43.35,-1.466667
26654,163,Arudy,arudy,64260,43.116667,-0.433333
26657,163,Aste-Béon,aste-beon,64260,43.016667,-0.416667
26673,163,Bescat,bescat,64260,43.133333,-0.416667
26677,163,Bielle,bielle,64260,43.05,-0.433333
26678,163,Bilhères,bilheres,64260,43.066667,-0.45
26687,163,Buzy,buzy,64260,43.133333,-0.45
26691,163,Castet,castet,64260,43.066667,-0.416667
26718,163,Gère-Bélesten,gere-belesten,64260,43.016667,-0.433333
26740,163,Izeste,izeste,64260,43.092,-0.425833
26768,163,Louvie-Juzon,louvie-juzon,64260,43.1,-0.416667
26772,163,Lys,lys,64260,43.133333,-0.35
26810,163,Rébénacq,rebenacq,64260,43.166667,-0.383333
